country,holiday_date,day_of_week,holiday,not_national_holiday,notes
Belgium,2014-07-21T00:00:00,Mon,National Day,false,
Belgium,2014-08-15T00:00:00,Fri,Assumption Day,false,
Belgium,2014-09-27T00:00:00,Sat,French Community Day,true,Reg+Gov+Lin
Belgium,2014-11-01T00:00:00,Sat,All Saints' Day,false,
Belgium,2014-11-02T00:00:00,Sun,All Souls' Day,true,Government
Belgium,2014-11-11T00:00:00,Tue,Armistice Day,false,
Belgium,2014-11-15T00:00:00,Sat,King's Day / German Community Day,true,Government
Belgium,2014-12-25T00:00:00,Thu,Christmas Day,false,
Belgium,2014-12-26T00:00:00,Fri,Second Day of Christmas,true,Government
Belgium,2015-01-01T00:00:00,Thu,New Year's Day,false,
Belgium,2015-04-06T00:00:00,Mon,Easter Monday,false,
Belize,2014-05-01T00:00:00,Thu,Labour Day,false,
Belize,2014-05-24T00:00:00,Sat,Sovereign's Day / Commonwealth Day,false,
Belize,2014-05-26T00:00:00,Mon,Sovereign's Day Holiday,false,
Belize,2014-09-10T00:00:00,Wed,Saint George's Caye Day (National Day),false,
Belize,2014-09-21T00:00:00,Sun,Independence Day,false,
Belize,2014-09-22T00:00:00,Mon,Independence Day Holiday,false,
Belize,2014-10-12T00:00:00,Sun,Pan America Day (Columbus Day),false,
Belize,2014-10-13T00:00:00,Mon,Pan America Day Holiday (day in lieu),false,
Belize,2014-11-19T00:00:00,Wed,Garifuna Settlement Day,false,
Belize,2014-12-25T00:00:00,Thu,Christmas Day,false,
Belize,2014-12-26T00:00:00,Fri,Boxing Day,false,
Belize,2015-01-01T00:00:00,Thu,New Year's Day,false,
Belize,2015-03-09T00:00:00,Mon,National Heroes and Benefactors Day,false,
Belize,2015-04-03T00:00:00,Fri,Good Friday,false,
Belize,2015-04-04T00:00:00,Sat,Holy Saturday,false,
Belize,2015-04-06T00:00:00,Mon,Easter Monday,false,
B��nin,2014-05-01T00:00:00,Thu,Labour Day,false,
B��nin,2014-05-29T00:00:00,Thu,Ascension Day,false,
B��nin,2014-06-09T00:00:00,Mon,Whit Monday,false,
B��nin,2014-07-28T00:00:00,Mon,Korit�� (End of Ramadan),false,
B��nin,2014-08-01T00:00:00,Fri,Independence Day (National Day),false,
B��nin,2014-08-15T00:00:00,Fri,Assumption Day,false,
B��nin,2014-10-04T00:00:00,Sat,Tabaski (Feast of Sacrifice),false,
B��nin,2014-11-01T00:00:00,Sat,All Saints' Day,false,
B��nin,2014-12-25T00:00:00,Thu,Christmas Day,false,
B��nin,2015-01-01T00:00:00,Thu,New Year's Day,false,
B��nin,2015-01-03T00:00:00,Sat,The Prophet's Birthday (Maouloud),false,
B��nin,2015-01-10T00:00:00,Sat,Vaudoun Day (Traditional Religions Day),false,
B��nin,2015-04-06T00:00:00,Mon,Easter Monday,false,
Bermuda,2014-05-24T00:00:00,Sat,Bermuda Day,false,
Bermuda,2014-05-26T00:00:00,Mon,Bermuda Day Holiday,false,
Bermuda,2014-06-16T00:00:00,Mon,National Heroes' Day,false,
Bermuda,2014-07-31T00:00:00,Thu,Emancipation Day (1st Day of Cup Match),false,
Bermuda,2014-08-01T00:00:00,Fri,Somers Day (2nd Day of Cup Match),false,
Bermuda,2014-09-01T00:00:00,Mon,Labour Day,false,
Bermuda,2014-11-11T00:00:00,Tue,Remembrance Day,false,
Bermuda,2014-12-25T00:00:00,Thu,Christmas Day,false,
Bermuda,2014-12-26T00:00:00,Fri,Boxing Day,false,
Bermuda,2015-01-01T00:00:00,Thu,New Year's Day,false,
Bermuda,2015-04-03T00:00:00,Fri,Good Friday,false,
Bhutan,2014-05-02T00:00:00,Fri,Anniversary of the 3rd Druk Gyalpo,false,
Bhutan,2014-05-09T00:00:00,Fri,Zhabdrung Kuchhoe (Death Anniversary of Zhabdrung),false,
Bhutan,2014-06-13T00:00:00,Fri,Lord Buddha's Parinirvana,false,
Bhutan,2014-07-07T00:00:00,Mon,Birth Anniversary of Guru Rinpoche,false,
Bhutan,2014-07-31T00:00:00,Thu,The First Sermon of Lord Buddha,false,
Bhutan,2014-09-23T00:00:00,Tue,Blessed Rainy Day (Thrue Bab),false,
Bhutan,2014-09-29T00:00:00,Mon,Thimphu Drubchen (Thimphu),true,Municipal
Bhutan,2014-10-03T00:00:00,Fri,Dashaim,false,
Bhutan,2014-10-03T00:00:00,Fri,Thimphu Tsechu (Thimphu),true,Municipal
Bhutan,2014-10-04T00:00:00,Sat,Thimphu Tsechu (Thimphu),true,Municipal
Bhutan,2014-10-05T00:00:00,Sun,Thimphu Tsechu (Thimphu),true,Municipal
Bhutan,2014-11-01T00:00:00,Sat,Druk Gyalpo Coronation Anniversary,false,
Bhutan,2014-11-11T00:00:00,Tue,Anniversary of the 4th Druk Gyalpo / Constitution Day,false,
Bhutan,2014-11-13T00:00:00,Thu,Descending Day of Lord Buddha (Lhabab Duechen),false,
Bhutan,2014-12-17T00:00:00,Wed,National Day,false,
Bhutan,2015-01-02T00:00:00,Fri,Winter Solstice (Nyilo),false,
Bhutan,2015-01-21T00:00:00,Wed,Traditional Day of Offering,false,
Bhutan,2015-02-19T00:00:00,Thu,Dangpa Losar (Lunar New Year) (Year of the Wood female Sheep),false,
Bhutan,2015-02-20T00:00:00,Fri,Losar Holiday,false,
Bhutan,2015-02-21T00:00:00,Sat,Anniversary of His Majesty the King,false,
Bhutan,2015-02-22T00:00:00,Sun,Anniversary of His Majesty the King Holiday,false,
Bhutan,2015-02-23T00:00:00,Mon,Anniversary of His Majesty the King Holiday,false,
Bhutan,2015-03-20T00:00:00,Fri,International Day of Happiness,false,
Bhutan,2015-04-28T00:00:00,Tue,Zhabdrung Kuchhoe (Death Anniversary of Zhabdrung),false,
Bolivia,2014-05-01T00:00:00,Thu,Labor Day,false,
Bolivia,2014-06-19T00:00:00,Thu,Corpus Christi,false,
Bolivia,2014-06-21T00:00:00,Sat,Solsticio de Invierno (A��o Nuevo Aymara),false,
Bolivia,2014-07-16T00:00:00,Wed,La Paz Day (Feriado Departamental),true,Regional
Bolivia,2014-08-06T00:00:00,Wed,National Day,false,
Bolivia,2014-09-14T00:00:00,Sun,Cochabamba Day (Feriado Departamental),true,Regional
Bolivia,2014-09-15T00:00:00,Mon,Cochabamba Day Holiday,true,Regional
Bolivia,2014-09-24T00:00:00,Wed,Santa Cruz Day (Feriado Departamental),true,Regional
Bolivia,2014-11-02T00:00:00,Sun,All Souls' Day (D��a de los Fieles Difuntos),false,
Bolivia,2014-11-03T00:00:00,Mon,All Souls' Day Holiday,false,
Bolivia,2014-12-25T00:00:00,Thu,Christmas Day,false,
Bolivia,2014-12-26T00:00:00,Fri,Christmas Holiday (tentative),true,Government
Bolivia,2015-01-01T00:00:00,Thu,New Year's Day,false,
Bolivia,2015-01-02T00:00:00,Fri,New Year Holiday (tentative),true,Government
Bolivia,2015-01-22T00:00:00,Thu,D��a de la Fundaci��n del Estado Plurinacional de Bolivia,false,
Bolivia,2015-02-16T00:00:00,Mon,Carnaval,false,
Bolivia,2015-02-17T00:00:00,Tue,Carnaval,false,
Bolivia,2015-04-02T00:00:00,Thu,Maundy Thursday (afternoon) (tentative),true,Afternoon
Bolivia,2015-04-03T00:00:00,Fri,Good Friday,false,
"Bonaire, St Eustatius and Saba",2014-05-01T00:00:00,Thu,Labour Day,false,
"Bonaire, St Eustatius and Saba",2014-05-29T00:00:00,Thu,Ascension Thursday,false,
"Bonaire, St Eustatius and Saba",2014-06-08T00:00:00,Sun,Whit Sunday (Pentecost),false,
"Bonaire, St Eustatius and Saba",2014-09-06T00:00:00,Sat,Bonaire Flag Day (Bonaire),true,Regional
"Bonaire, St Eustatius and Saba",2014-11-16T00:00:00,Sun,Statia Day / St. Eustatius Flag Day (St. Eustatius),true,Regional
"Bonaire, St Eustatius and Saba",2014-12-05T00:00:00,Fri,Saba Flag Day (Saba),true,Regional
"Bonaire, St Eustatius and Saba",2014-12-15T00:00:00,Mon,Kingdom Day,false,
"Bonaire, St Eustatius and Saba",2014-12-25T00:00:00,Thu,Christmas Day,false,
"Bonaire, St Eustatius and Saba",2014-12-26T00:00:00,Fri,Second Day of Christmas,false,
"Bonaire, St Eustatius and Saba",2015-01-01T00:00:00,Thu,New Year's Day / Maskarada,false,
"Bonaire, St Eustatius and Saba",2015-02-16T00:00:00,Mon,Carnival Holiday,false,
"Bonaire, St Eustatius and Saba",2015-04-03T00:00:00,Fri,Good Friday,false,
"Bonaire, St Eustatius and Saba",2015-04-05T00:00:00,Sun,Easter,false,
"Bonaire, St Eustatius and Saba",2015-04-06T00:00:00,Mon,Easter Monday,false,
"Bonaire, St Eustatius and Saba",2015-04-27T00:00:00,Mon,King's Birthday,false,
Bosnia Herzegovina,2014-05-01T00:00:00,Thu,Labour Day,false,
Bosnia Herzegovina,2014-05-02T00:00:00,Fri,Labour Day Holiday,false,
Bosnia Herzegovina,2014-05-09T00:00:00,Fri,Day of Victory over Fascism (RS),true,Regional
Bosnia Herzegovina,2014-06-28T00:00:00,Sat,St Vitus Day (RS),true,Regional
Bosnia Herzegovina,2014-07-28T00:00:00,Mon,Ramadan Bajram (End of Ramadan) (FBiH),true,Regional
Bosnia Herzegovina,2014-10-04T00:00:00,Sat,Kurban Bajram (Feast of Sacrifice) (FBiH),true,Regional
Bosnia Herzegovina,2014-11-01T00:00:00,Sat,All Saints' Day (FBiH),true,Regional
Bosnia Herzegovina,2014-11-21T00:00:00,Fri,General Framework Agreement Day (RS),true,Regional
Bosnia Herzegovina,2014-11-25T00:00:00,Tue,Statehood Day (FBiH),true,Regional
Bosnia Herzegovina,2014-12-25T00:00:00,Thu,Catholic Christmas (FBiH),true,Regional
Bosnia Herzegovina,2015-01-01T00:00:00,Thu,New Year's Day,false,
Bosnia Herzegovina,2015-01-02T00:00:00,Fri,New Year Holiday,false,
Bosnia Herzegovina,2015-01-06T00:00:00,Tue,Orthodox Christmas Eve (RS),true,Regional
Bosnia Herzegovina,2015-01-07T00:00:00,Wed,Orthodox Christmas (RS),true,Regional
Bosnia Herzegovina,2015-01-09T00:00:00,Fri,Republic Day (RS),true,Regional
Bosnia Herzegovina,2015-01-14T00:00:00,Wed,Orthodox New Year (RS),true,Regional
Bosnia Herzegovina,2015-03-01T00:00:00,Sun,Independence Day (FBiH),true,Regional
Bosnia Herzegovina,2015-04-05T00:00:00,Sun,Catholic Easter (FBiH),true,Regional
Bosnia Herzegovina,2015-04-06T00:00:00,Mon,Catholic Easter Monday (FBiH),true,Regional
Bosnia Herzegovina,2015-04-10T00:00:00,Fri,Orthodox Good Friday (RS),true,Regional
Bosnia Herzegovina,2015-04-12T00:00:00,Sun,Orthodox Easter (RS),true,Regional
Bosnia Herzegovina,2015-04-13T00:00:00,Mon,Orthodox Easter Monday (RS),true,Regional
Botswana,2014-05-01T00:00:00,Thu,Labour Day,false,
Botswana,2014-05-29T00:00:00,Thu,Ascension Day,false,
Botswana,2014-07-01T00:00:00,Tue,Sir Seretse Khama Day,false,
Botswana,2014-07-21T00:00:00,Mon,President's Day,false,
Botswana,2014-07-22T00:00:00,Tue,President's Day Holiday,false,
Botswana,2014-09-30T00:00:00,Tue,Botswana Day,false,
Botswana,2014-10-01T00:00:00,Wed,Botswana Day Holiday,false,
Botswana,2014-12-25T00:00:00,Thu,Christmas Day,false,
Botswana,2014-12-26T00:00:00,Fri,Boxing Day,false,
Botswana,2015-01-01T00:00:00,Thu,New Year's Day,false,
Botswana,2015-01-02T00:00:00,Fri,New Year Holiday,false,
Botswana,2015-04-03T00:00:00,Fri,Good Friday,false,
Botswana,2015-04-06T00:00:00,Mon,Easter Monday,false,
Brazil,2014-05-01T00:00:00,Thu,Labor Day (Dia Mundial do Trabalho),false,
Brazil,2014-06-18T00:00:00,Wed,Municipal Public Holiday (Rio de Janeiro) (World Cup) (afternoon),true,Municipal
Brazil,2014-06-19T00:00:00,Thu,Corpus Christi Day,true,Ponto Facultativo
Brazil,2014-06-25T00:00:00,Wed,Municipal Public Holiday (Rio de Janeiro) (World Cup) (afternoon),true,Municipal
Brazil,2014-07-04T00:00:00,Fri,Municipal Public Holiday (Rio de Janeiro) (World Cup),true,Municipal
Brazil,2014-09-07T00:00:00,Sun,Independence Day,false,
Brazil,2014-10-12T00:00:00,Sun,Lady of Aparecida Day,false,
Brazil,2014-10-28T00:00:00,Tue,Civil Servants' Day (Dia do Servidor P��blico) (date to be confirmed),true,Gov+Ponto
Brazil,2014-11-02T00:00:00,Sun,All Souls' Day (Finados),false,
Brazil,2014-11-15T00:00:00,Sat,Republic Day,false,
Brazil,2014-11-20T00:00:00,Thu,Black Consciousness Day (Dia da Consci��ncia Negra),true,Mun+Reg+Bnk
Brazil,2014-12-24T00:00:00,Wed,Christmas Eve (after 2pm),true,Aft+Ponto
Brazil,2014-12-25T00:00:00,Thu,Christmas Day (Natal),false,
Brazil,2014-12-31T00:00:00,Wed,New Year's Eve (after 2pm),true,Aft+Ponto
Brazil,2015-01-01T00:00:00,Thu,New Year's Day (Confraterniza����o Universal),false,
Brazil,2015-02-16T00:00:00,Mon,Carnival,true,Ponto Facultativo
Brazil,2015-02-17T00:00:00,Tue,Carnival,true,Ponto Facultativo
Brazil,2015-02-18T00:00:00,Wed,Ash Wednesday (until 2pm),true,Mor+Ponto
Brazil,2015-04-03T00:00:00,Fri,Good Friday (Paix��o de Cristo),false,
Brazil,2015-04-21T00:00:00,Tue,Tiradentes Day,false,
British Virgin Islands,2014-06-09T00:00:00,Mon,Whit Monday,false,
British Virgin Islands,2014-06-14T00:00:00,Sat,Sovereign's Day (Queen's Birthday),false,
British Virgin Islands,2014-06-30T00:00:00,Mon,Territory Day Holiday (in lieu of July 1st),false,
British Virgin Islands,2014-08-04T00:00:00,Mon,August Festival (Festival Monday),false,
British Virgin Islands,2014-08-05T00:00:00,Tue,August Festival (Festival Tuesday),false,
British Virgin Islands,2014-08-06T00:00:00,Wed,August Festival (Festival Wednesday),false,
British Virgin Islands,2014-10-20T00:00:00,Mon,Saint Ursula's Day Holiday (in lieu of Oct.21),false,
British Virgin Islands,2014-12-25T00:00:00,Thu,Christmas Day,false,
British Virgin Islands,2014-12-26T00:00:00,Fri,Boxing Day,false,
British Virgin Islands,2015-01-01T00:00:00,Thu,New Year's Day,false,
British Virgin Islands,2015-03-02T00:00:00,Mon,Hamilton Lavity Stoutt Holiday (in lieu of March 7th),false,
British Virgin Islands,2015-03-09T00:00:00,Mon,Commonwealth Day,false,
British Virgin Islands,2015-04-03T00:00:00,Fri,Good Friday,false,
British Virgin Islands,2015-04-06T00:00:00,Mon,Easter Monday,false,
Brunei,2014-05-27T00:00:00,Tue,Isra Mikraj (The Prophet's Ascension),false,
Brunei,2014-05-31T00:00:00,Sat,Royal Brunei Armed Forces Day,false,
Brunei,2014-06-29T00:00:00,Sun,Start of Ramadan,false,
Brunei,2014-06-30T00:00:00,Mon,Start of Ramadan Holiday,false,
Brunei,2014-06-30T00:00:00,Mon,Mid-Year Bank Holiday,true,Banks
Brunei,2014-07-15T00:00:00,Tue,H.M. the Sultan's Birthday,false,
Brunei,2014-07-15T00:00:00,Tue,Nuzul Al-Quraan (Quran Revelation Day),false,
Brunei,2014-07-28T00:00:00,Mon,Hari Raya Aidil Fitri (End of Ramadan),false,
Brunei,2014-07-29T00:00:00,Tue,Hari Raya Aidil Fitri Holiday,false,
Brunei,2014-07-30T00:00:00,Wed,Hari Raya Aidil Fitri Holiday,false,
Brunei,2014-10-05T00:00:00,Sun,Hari Raya Aidil Adha (Feast of Sacrifice),false,
Brunei,2014-10-06T00:00:00,Mon,Hari Raya Aidil Adha Holiday,false,
Brunei,2014-10-25T00:00:00,Sat,Islamic New Year,false,
Brunei,2014-12-25T00:00:00,Thu,Christmas Day,false,
Brunei,2014-12-31T00:00:00,Wed,New Year's Eve Bank Holiday,true,Banks
Brunei,2015-01-01T00:00:00,Thu,New Year's Day,false,
Brunei,2015-01-03T00:00:00,Sat,Maulidur Rasul (The Prophet's Birthday),false,
Brunei,2015-02-19T00:00:00,Thu,Chinese New Year,false,
Brunei,2015-02-23T00:00:00,Mon,National Day,false,
Bulgaria,2014-05-01T00:00:00,Thu,Labour Day,false,
Bulgaria,2014-05-02T00:00:00,Fri,Public Holiday (workday moved to Sat. May 10),false,
Bulgaria,2014-05-05T00:00:00,Mon,Public Holiday (workday moved to Sat. May 31),false,
Bulgaria,2014-05-06T00:00:00,Tue,Saint George's Day / Army Day,false,
Bulgaria,2014-05-24T00:00:00,Sat,Culture and Literacy Day,false,
Bulgaria,2014-09-06T00:00:00,Sat,Unification Day,false,
Bulgaria,2014-09-22T00:00:00,Mon,Independence Day,false,
Bulgaria,2014-11-01T00:00:00,Sat,Revival Leaders' Day,true,Schools
Bulgaria,2014-12-24T00:00:00,Wed,Christmas Eve,false,
Bulgaria,2014-12-25T00:00:00,Thu,Christmas Day,false,
Bulgaria,2014-12-26T00:00:00,Fri,Second Day of Christmas,false,
Bulgaria,2015-01-01T00:00:00,Thu,New Year's Day,false,
Bulgaria,2015-01-02T00:00:00,Fri,Public Holiday (tentative),true,
Bulgaria,2015-03-02T00:00:00,Mon,Public Holiday (tentative),true,
Bulgaria,2015-03-03T00:00:00,Tue,Liberation Day (National Day),false,
Bulgaria,2015-04-10T00:00:00,Fri,Orthodox Good Friday,false,
Bulgaria,2015-04-11T00:00:00,Sat,Orthodox Holy Easter,false,
Bulgaria,2015-04-12T00:00:00,Sun,Orthodox Easter,false,
Bulgaria,2015-04-13T00:00:00,Mon,Orthodox Easter Monday,false,
Burkina Faso,2014-05-01T00:00:00,Thu,Labour Day,false,
Burkina Faso,2014-05-29T00:00:00,Thu,Ascension Day,false,
Burkina Faso,2014-07-29T00:00:00,Tue,A��d el Segheir / Korit�� (End of Ramadan),false,
Burkina Faso,2014-08-05T00:00:00,Tue,Independence Day,false,
Burkina Faso,2014-08-15T00:00:00,Fri,Assumption Day,false,
Burkina Faso,2014-10-05T00:00:00,Sun,A��d el K��bir / Tabaski (Feast of Sacrifice),false,
Burkina Faso,2014-11-01T00:00:00,Sat,All Saints' Day,false,
Burkina Faso,2014-12-11T00:00:00,Thu,Proclamation of Independence Day,false,
Burkina Faso,2014-12-25T00:00:00,Thu,Christmas Day,false,
Burkina Faso,2015-01-01T00:00:00,Thu,New Year's Day,false,
Burkina Faso,2015-01-03T00:00:00,Sat,F��te du Maouloud (The Prophet's Birthday),false,
Burkina Faso,2015-01-03T00:00:00,Sat,Revolution Day (National Day),false,
Burkina Faso,2015-03-08T00:00:00,Sun,Women's Day,false,
Burkina Faso,2015-03-09T00:00:00,Mon,Women's Day Holiday,false,
Burkina Faso,2015-04-06T00:00:00,Mon,Easter Monday,false,
Burma,2014-05-01T00:00:00,Thu,Labour Day,false,
Burma,2014-05-13T00:00:00,Tue,Kasone/Kasong Full Moon,false,
Burma,2014-07-11T00:00:00,Fri,Waso Full Moon (Buddhist Lent Begins),false,
Burma,2014-07-19T00:00:00,Sat,Martyrs' Day,false,
Burma,2014-10-08T00:00:00,Wed,Thadingyut Full Moon (Buddhist Lent Ends),false,
Burma,2014-11-06T00:00:00,Thu,Tazaungmone/Thasaung Mong Full Moon (festival of lights),false,
Burma,2014-11-16T00:00:00,Sun,National Day,false,
Burma,2014-12-21T00:00:00,Sun,Kayin New Year,false,
Burma,2014-12-25T00:00:00,Thu,Christmas Day,false,
Burma,2015-01-04T00:00:00,Sun,Independence Day,false,
Burma,2015-02-12T00:00:00,Thu,Union Day,false,
Burma,2015-03-02T00:00:00,Mon,Peasants' Day,false,
Burma,2015-03-04T00:00:00,Wed,Tabaung/Dha Paung Full Moon,false,
Burma,2015-03-27T00:00:00,Fri,Armed Forces Day,false,
Burma,2015-04-12T00:00:00,Sun,Thingyan Holiday,false,
Burma,2015-04-13T00:00:00,Mon,Thingyan (Water Festival),false,
Burma,2015-04-14T00:00:00,Tue,Thingyan (Water Festival),false,
Burma,2015-04-15T00:00:00,Wed,Thingyan (Water Festival),false,
Burma,2015-04-16T00:00:00,Thu,Thingyan (Water Festival),false,
Burma,2015-04-17T00:00:00,Fri,Myanmar New Year,false,
Burundi,2014-05-01T00:00:00,Thu,Labour Day,false,
Burundi,2014-05-29T00:00:00,Thu,Ascension Day,false,
Burundi,2014-07-01T00:00:00,Tue,Independence Day,false,
Burundi,2014-07-28T00:00:00,Mon,Aid-El-Fithr (End of Ramadan),false,
Burundi,2014-08-15T00:00:00,Fri,Assumption Day,false,
Burundi,2014-10-04T00:00:00,Sat,Aid-El-Hadj (Feast of Sacrifice),false,
Burundi,2014-10-06T00:00:00,Mon,Aid-El-Hadj Holiday,false,
Burundi,2014-10-13T00:00:00,Mon,Prince Rwagasore Day (assassination anniv.),false,
Burundi,2014-10-21T00:00:00,Tue,President Ndadaye Day (assassination anniv.),false,
Burundi,2014-11-01T00:00:00,Sat,All Saints' Day,false,
Burundi,2014-11-03T00:00:00,Mon,All Saints' Day Holiday,false,
Burundi,2014-12-25T00:00:00,Thu,Christmas Day,false,
Burundi,2015-01-01T00:00:00,Thu,New Year's Day,false,
Burundi,2015-02-05T00:00:00,Thu,Unity Day,false,
Burundi,2015-04-06T00:00:00,Mon,President Ntaryamira Day (assassination anniv.),false,
Cambodia,2014-05-01T00:00:00,Thu,International Labour Day,false,
Cambodia,2014-05-13T00:00:00,Tue,Visakh Bochea Day (Buddha Day),false,
Cambodia,2014-05-13T00:00:00,Tue,King Norodom Sihamoni's Birthday,false,
Cambodia,2014-05-14T00:00:00,Wed,King's Birthday Holiday,false,
Cambodia,2014-05-15T00:00:00,Thu,King's Birthday Holiday,false,
Cambodia,2014-05-17T00:00:00,Sat,Royal Ploughing Ceremony (Pithi Chrat Preah Neanng Korl),false,
Cambodia,2014-05-19T00:00:00,Mon,Royal Ploughing Ceremony Holiday,false,
Cambodia,2014-06-01T00:00:00,Sun,International and Cambodian Children's Day,false,
Cambodia,2014-06-02T00:00:00,Mon,Children's Day Holiday,false,
Cambodia,2014-06-18T00:00:00,Wed,Ex-Queen Norodom Monineath's Birthday,false,
Cambodia,2014-09-22T00:00:00,Mon,Bonn Phchum Ben (Ancestors' Day),false,
Cambodia,2014-09-23T00:00:00,Tue,Bonn Phchum Ben Holiday,false,
Cambodia,2014-09-24T00:00:00,Wed,Constitution Day (Recoronation of King Norodom Sihanouk),false,
Cambodia,2014-09-24T00:00:00,Wed,Bonn Phchum Ben Holiday,false,
Cambodia,2014-10-15T00:00:00,Wed,Day of Hommage for the late King Father (Norodom Sihanouk),false,
Cambodia,2014-10-23T00:00:00,Thu,Commemoration of the Paris Peace Agreements of 1991,false,
Cambodia,2014-10-29T00:00:00,Wed,King Norodom Sihamony's Coronation Day,false,
Cambodia,2014-11-05T00:00:00,Wed,Bonn Om Touk (Water Festival),false,
Cambodia,2014-11-06T00:00:00,Thu,Bonn Om Touk Holiday,false,
Cambodia,2014-11-07T00:00:00,Fri,Bonn Om Touk Holiday,false,
Cambodia,2014-11-09T00:00:00,Sun,National Independence Day,false,
Cambodia,2014-11-10T00:00:00,Mon,Independence Day Holiday,false,
Cambodia,2014-12-10T00:00:00,Wed,International Human Rights Day,false,
Cambodia,2015-01-01T00:00:00,Thu,International New Year's Day,false,
Cambodia,2015-01-07T00:00:00,Wed,Victory Day over the Genocidal Regime,false,
Cambodia,2015-02-04T00:00:00,Wed,Meaka Bochea Day,false,
Cambodia,2015-03-08T00:00:00,Sun,International Women's Rights Day,false,
Cambodia,2015-03-09T00:00:00,Mon,Women's Rights Day Holiday,false,
Cambodia,2015-04-14T00:00:00,Tue,Cambodian New Year,false,
Cambodia,2015-04-15T00:00:00,Wed,Cambodian New Year Holiday,false,
Cambodia,2015-04-16T00:00:00,Thu,Cambodian New Year Holiday,false,
Cameroon,2014-05-01T00:00:00,Thu,Labour Day,false,
Cameroon,2014-05-20T00:00:00,Tue,National Day,false,
Cameroon,2014-05-29T00:00:00,Thu,Ascension Day,false,
Cameroon,2014-07-28T00:00:00,Mon,Djould�� Souma�� / Korit�� (End of Ramadan),false,
Cameroon,2014-08-15T00:00:00,Fri,Assumption Day,false,
Cameroon,2014-10-04T00:00:00,Sat,Djould�� Laihadji / Tabaski (Feast of Sacrifice),false,
Cameroon,2014-12-25T00:00:00,Thu,Christmas Day,false,
Cameroon,2015-01-01T00:00:00,Thu,New Year's Day,false,
Cameroon,2015-02-11T00:00:00,Wed,Youth Day,false,
