,aid,sign_in_count,activity,hr_diff,hr_list,etaOrient,blank,variety,igs,public,ighMean,ighOrient,membership
87,2388453,6,0.833333333333,949,0.0068&&0.0066&&0.0121&&158.2110&&,0.75,20.0,2,5,1,1225.8,0.0,0
88,2299376,15,0.4,806,0.0051&&43.0074&&14.8996&&110.0029&&0.0383&&,0.4,33.3333333333,4,6,2,2461.83333333,0.0,0
89,2339158,14,0.571428571429,269,59.7933&&0.0836&&0.0206&&17.6925&&0.1031&&0.0986&&0.8001&&,0.714285714286,87.5,1,8,0,2457.125,0.0,0
90,2271293,9,1.0,462,1.1934&&0.8261&&0.0209&&7.9431&&0.1411&&27.8789&&11.0573&&105.1717&&,0.5,88.8888888889,1,9,0,1058.88888889,0.222222222222,0
91,2301933,30,0.966666666667,137,0.0052&&0.8565&&7.0406&&0.8976&&0.2361&&5.0384&&7.7276&&7.1070&&0.0904&&13.0320&&0.7539&&0.0002&&9.2537&&3.0196&&0.0278&&6.8090&&9.9711&&0.9274&&0.2675&&53.0100&&0.0721&&0.7003&&0.0671&&7.0153&&0.0134&&18.9343&&8.0409&&0.0035&&,0.571428571429,86.2068965517,2,29,0,726.896551724,0.724137931034,0
92,2225956,4,4.0,225,5.8740&&19.9569&&2.1420&&0.0027&&0.0060&&0.0026&&6.7986&&26.1553&&0.0217&&0.0834&&0.8317&&0.1925&&0.0030&&19.9276&&58.9511&&,0.6,0.0,9,16,1,2173.125,0.0,2
93,2302767,33,0.666666666667,192,1.7948&&0.0028&&0.0038&&7.1677&&11.8189&&96.3458&&4.0629&&0.0008&&0.0037&&18.9211&&14.0587&&1.8605&&0.0401&&0.0094&&0.3503&&3.6265&&0.0478&&1.8820&&1.8761&&0.0074&&4.4806&&,0.666666666667,22.7272727273,9,22,1,1441.45454545,0.0909090909091,2
94,2350264,5,1.2,585,0.0072&&0.0228&&10.0225&&76.0123&&35.9701&&,0.4,83.3333333333,1,6,0,2072.16666667,0.0,0
95,2356252,14,0.785714285714,252,27.3564&&69.9542&&0.0624&&0.0749&&0.0630&&0.0625&&0.3123&&5.5154&&0.0604&&1.5744&&,0.7,81.8181818182,1,11,0,1032.18181818,0.454545454545,0
96,2230401,12,0.583333333333,553,10.4108&&37.5885&&83.9688&&0.0022&&0.0008&&6.4280&&,0.333333333333,14.2857142857,3,7,0,2045.57142857,0.0,0
