,aid,sign_in_count,activity,hr_diff,hr_list,etaOrient,blank,variety,igs,public,ighMean,ighOrient,membership
72,2573265,36,0.75,95,0.0714&&0.0032&&2.0798&&0.1030&&4.5439&&11.3655&&0.8590&&0.7654&&1.9433&&0.0813&&1.2183&&0.0831&&0.0004&&0.6985&&0.1126&&1.1573&&0.5989&&4.1579&&2.8559&&1.1191&&0.0007&&0.3279&&6.5325&&59.1811&&0.3199&&3.7809&&,0.807692307692,92.5925925926,2,27,0,594.518518519,0.925925925926,0
73,2579482,8,0.75,518,40.0161&&0.0427&&0.0082&&8.1307&&59.7302&&,0.4,0.0,4,6,0,2313.83333333,0.0,0
74,2452842,4,1.5,667,139.0142&&0.0577&&0.0106&&0.0174&&0.0078&&,0.8,0.0,2,6,0,2279.33333333,0.0,0
75,2463495,69,0.449275362319,106,20.1502&&6.0714&&10.8747&&0.0590&&0.0170&&0.0112&&2.7978&&2.9908&&5.2137&&0.8427&&0.1050&&15.0033&&4.0373&&0.9889&&5.8708&&22.0157&&1.1379&&0.9381&&5.9014&&0.1847&&7.8616&&18.0953&&0.0277&&0.1249&&0.0138&&0.0213&&0.6296&&0.0508&&0.1188&&0.9054&&,0.633333333333,93.5483870968,2,31,0,1392.35483871,0.225806451613,0
76,2494804,22,0.363636363636,473,19.7242&&3.1842&&14.8321&&84.4122&&13.7993&&1.6626&&0.3834&&,0.428571428571,0.0,6,8,0,1192.5,0.625,0
77,2481820,5,1.0,858,0.0035&&20.2702&&122.7948&&0.0000&&,0.5,20.0,2,5,0,1258.8,0.0,0
78,2455424,15,0.6,278,21.0167&&1.0013&&14.0319&&28.0311&&0.0435&&0.0033&&14.9675&&13.8197&&,0.375,100.0,0,9,0,884.555555556,0.555555555556,0
79,2621000,30,2.13333333333,39,0.0019&&0.3516&&0.0109&&0.2314&&0.0240&&0.0116&&0.0882&&0.0153&&2.4794&&0.0327&&0.0172&&0.0111&&0.4646&&4.0097&&0.0121&&0.0794&&2.1272&&0.4103&&0.2799&&0.0386&&3.8837&&0.0080&&0.0127&&3.5769&&0.5571&&0.0235&&6.9009&&0.2781&&0.0073&&11.8838&&9.9493&&0.0456&&0.4071&&0.0108&&0.1131&&1.4428&&4.9842&&5.8232&&7.7532&&1.2966&&0.0083&&0.0074&&0.0068&&0.0011&&0.0031&&0.0064&&0.0076&&0.0866&&0.0436&&0.0027&&0.0074&&0.2299&&0.0023&&0.0052&&0.0097&&3.2267&&1.9878&&5.5191&&8.0030&&0.0873&&8.8118&&3.2481&&2.2760&&,0.84126984127,78.125,1,64,0,463.28125,0.984375,0
80,2535724,11,0.909090909091,367,1.0765&&0.0331&&114.8098&&0.1386&&1.1404&&14.6135&&0.0038&&6.0670&&0.0607&&,0.666666666667,0.0,4,10,2,1295.2,0.0,2
81,2593524,37,0.162162162162,465,0.1398&&0.8191&&53.2385&&35.9489&&6.9198&&,0.4,66.6666666667,1,6,0,1320.66666667,0.0,0
82,2505003,40,0.85,94,6.5793&&0.3486&&0.0021&&0.0005&&0.0014&&0.0064&&5.5989&&0.1302&&1.9204&&3.1255&&6.9168&&0.0015&&1.9179&&0.1077&&1.0798&&7.8008&&0.0263&&0.1200&&0.0459&&1.9583&&0.9390&&10.2457&&1.1073&&0.0092&&12.5701&&10.3140&&0.0148&&0.0407&&0.0012&&22.4464&&18.1977&&10.8035&&5.8869&&,0.666666666667,79.4117647059,3,34,0,1074.91176471,0.588235294118,0
83,2620000,11,0.454545454545,431,0.1297&&69.8239&&0.0097&&1.9547&&,0.75,0.0,4,5,2,1864.6,0.0,0
84,2433817,14,0.857142857143,303,4.2266&&9.8154&&21.0568&&19.9058&&19.1152&&21.0071&&7.0504&&35.8424&&1.1619&&0.0028&&0.0537&&,0.272727272727,58.3333333333,5,12,0,881.0,0.5,0
85,2588868,31,0.483870967742,88,0.6142&&4.8374&&1.5373&&0.5748&&0.0084&&0.0037&&28.2615&&2.6155&&3.3137&&1.7174&&0.3124&&5.8184&&1.1123&&1.1216&&,0.785714285714,33.3333333333,6,15,0,1361.46666667,0.133333333333,0
86,2461862,5,1.2,613,0.1453&&0.4257&&126.9979&&0.2390&&0.0114&&,0.8,0.0,3,6,0,1883.33333333,0.0,0
87,2454845,8,1.5,219,3.2430&&0.0099&&0.0113&&0.0012&&0.0064&&0.0066&&9.7194&&24.4094&&0.0244&&0.0171&&63.0149&&,0.727272727273,83.3333333333,1,12,0,947.75,0.5,0
88,2571516,6,0.833333333333,657,0.0020&&6.1006&&102.2103&&1.2630&&,0.5,0.0,3,5,0,2150.2,0.0,0
89,2570492,49,0.244897959184,244,12.9740&&1.1487&&8.8372&&12.0050&&7.1863&&0.0498&&12.0791&&6.6677&&14.0008&&29.0656&&7.9589&&,0.181818181818,75.0,3,12,0,1521.08333333,0.0833333333333,0
90,2464567,16,0.375,210,7.0035&&0.7070&&12.1043&&5.9111&&18.1444&&,0.2,33.3333333333,1,6,0,959.666666667,0.333333333333,0
91,2622488,10,0.6,349,18.8367&&0.0041&&44.0108&&0.0017&&9.9807&&,0.4,16.6666666667,2,6,0,1510.83333333,0.166666666667,0
92,2591964,14,0.714285714286,338,0.0081&&0.2472&&14.4903&&0.0488&&3.2381&&101.9659&&3.8295&&2.9512&&0.2451&&,0.777777777778,100.0,0,10,0,2655.0,0.0,0
93,2628276,21,0.380952380952,377,14.6784&&0.0078&&1.1509&&0.0077&&94.1147&&0.0057&&0.0810&&,0.714285714286,25.0,3,8,2,1810.625,0.0,0
94,2621886,17,0.352941176471,431,4.8810&&13.1794&&2.2051&&48.9753&&20.7420&&,0.2,0.0,1,6,0,1134.33333333,0.0,0
95,2439233,14,0.5,520,0.3433&&3.6236&&0.0218&&40.4223&&85.5490&&0.0403&&,0.666666666667,100.0,0,7,0,1149.57142857,0.0,0
96,2506190,41,0.243902439024,360,21.8193&&6.2373&&0.0765&&8.6337&&26.2904&&1.7686&&49.4138&&12.6653&&8.2919&&,0.222222222222,70.0,1,10,2,1381.4,0.2,0
97,2569782,10,0.5,575,39.0302&&9.7838&&47.0700&&0.0827&&,0.25,20.0,4,5,1,1513.8,0.0,0
98,2444816,26,0.269230769231,442,4.0548&&15.0006&&0.9261&&55.1000&&34.5796&&1.0421&&,0.333333333333,0.0,5,7,2,3098.71428571,0.0,2
